char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,hedging_count,meta_count,restatement_count,verification_count,first_person,first_person_plural,math_term_count,unique_word_ratio,exclamation_count,question_count,has_bullets,step_count,agent_id,ses_3level,question_id,hedging_count_per_100words,meta_count_per_100words,restatement_count_per_100words,verification_count_per_100words,first_person_per_100words,first_person_plural_per_100words,math_term_count_per_100words,exclamation_count_per_100words,question_count_per_100words,step_count_per_100words,scenario.scenario_name
187,43,8,4.348837209,5.375,0,3,0,1,2,0,0,0.813953488,0,0,1,0,40,High,q_2007_2_6_12_num,0,6.976744186,0,2.325581395,4.651162791,0,0,0,0,0,optimal_conditions
448,68,7,6.588235294,9.714285714,0,3,0,1,1,1,0,0.75,0,0,1,0,40,High,q_2007_2_6_16_num,0,4.411764706,0,1.470588235,1.470588235,1.470588235,0,0,0,0,optimal_conditions
205,55,4,3.727272727,13.75,0,2,0,1,2,0,1,0.636363636,0,0,1,0,40,High,q_2007_2_6_18_num,0,3.636363636,0,1.818181818,3.636363636,0,1.818181818,0,0,0,optimal_conditions
233,60,5,3.883333333,12,0,0,0,2,0,3,2,0.616666667,0,0,1,0,40,High,q_2007_2_6_1_mc,0,0,0,3.333333333,0,5,3.333333333,0,0,0,optimal_conditions
323,67,5,4.820895522,13.4,0,2,0,2,1,0,0,0.626865672,0,0,0,0,40,High,q_2007_2_6_2_mc,0,2.985074627,0,2.985074627,1.492537313,0,0,0,0,0,optimal_conditions
530,112,9,4.732142857,12.44444444,0,3,0,1,1,1,0,0.616071429,0,0,1,2,40,High,q_2007_2_6_6_mc,0,2.678571429,0,0.892857143,0.892857143,0.892857143,0,0,0,1.785714286,optimal_conditions
434,81,6,5.358024691,13.5,1,4,0,1,1,0,1,0.728395062,3,0,1,0,40,High,q_2007_2_6_8_num,1.234567901,4.938271605,0,1.234567901,1.234567901,0,1.234567901,3.703703704,0,0,optimal_conditions
247,53,4,4.660377358,13.25,0,1,0,2,0,0,2,0.716981132,0,0,1,0,40,High,q_2007_2_9_12_mc,0,1.886792453,0,3.773584906,0,0,3.773584906,0,0,0,optimal_conditions
348,79,5,4.405063291,15.8,0,2,0,3,0,1,1,0.696202532,0,0,1,0,40,High,q_2007_2_9_15_mc,0,2.53164557,0,3.797468354,0,1.265822785,1.265822785,0,0,0,optimal_conditions
323,76,5,4.25,15.2,0,0,0,1,0,0,0,0.592105263,0,0,0,0,40,High,q_2007_2_9_5_mc,0,0,0,1.315789474,0,0,0,0,0,0,optimal_conditions
367,65,6,5.646153846,10.83333333,0,2,0,1,0,0,0,0.661538462,0,0,0,0,40,High,q_2007_2_9_8_mc,0,3.076923077,0,1.538461538,0,0,0,0,0,0,optimal_conditions
250,51,4,4.901960784,12.75,0,1,0,1,0,0,0,0.823529412,0,0,1,0,40,High,q_2007_3_4_1_mc,0,1.960784314,0,1.960784314,0,0,0,0,0,0,optimal_conditions
531,111,2,4.783783784,55.5,0,1,1,0,1,0,0,0.558558559,0,0,1,0,40,High,q_2007_3_4_4_mc,0,0.900900901,0.900900901,0,0.900900901,0,0,0,0,0,optimal_conditions
351,65,5,5.4,13,0,0,0,0,1,0,1,0.769230769,0,0,1,0,40,High,q_2007_3_4_7_mc,0,0,0,0,1.538461538,0,1.538461538,0,0,0,optimal_conditions
193,41,6,4.707317073,6.833333333,0,4,0,0,1,0,1,0.707317073,0,0,1,1,40,High,q_2007_3_4_9_num,0,9.756097561,0,0,2.43902439,0,2.43902439,0,0,2.43902439,optimal_conditions
307,58,4,5.293103448,14.5,0,0,0,1,0,0,3,0.75862069,0,0,1,0,40,High,q_2007_3_9_11_mc,0,0,0,1.724137931,0,0,5.172413793,0,0,0,optimal_conditions
504,77,6,6.545454545,12.83333333,0,2,0,2,4,0,0,0.818181818,0,0,1,0,40,High,q_2007_3_9_13_mc,0,2.597402597,0,2.597402597,5.194805195,0,0,0,0,0,optimal_conditions
513,99,5,5.181818182,19.8,0,1,0,1,0,1,0,0.636363636,0,0,1,1,40,High,q_2007_3_9_15_mc,0,1.01010101,0,1.01010101,0,1.01010101,0,0,0,1.01010101,optimal_conditions
382,70,6,5.457142857,11.66666667,0,3,0,2,1,0,0,0.685714286,0,0,1,0,40,High,q_2007_3_9_16_num,0,4.285714286,0,2.857142857,1.428571429,0,0,0,0,0,optimal_conditions
212,42,4,5.047619048,10.5,0,1,0,2,0,0,0,0.785714286,0,0,1,0,40,High,q_2007_3_9_1_mc,0,2.380952381,0,4.761904762,0,0,0,0,0,0,optimal_conditions
239,47,4,5.085106383,11.75,0,0,0,0,0,0,0,0.680851064,0,0,1,0,40,High,q_2007_3_9_4_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
292,59,4,4.949152542,14.75,0,3,1,1,1,2,0,0.728813559,0,0,1,0,40,High,q_2007_3_9_5_mc,0,5.084745763,1.694915254,1.694915254,1.694915254,3.389830508,0,0,0,0,optimal_conditions
395,77,6,5.12987013,12.83333333,0,2,0,0,0,2,0,0.688311688,0,0,1,3,40,High,q_2007_4_3_18_mc,0,2.597402597,0,0,0,2.597402597,0,0,0,3.896103896,optimal_conditions
387,107,8,3.61682243,13.375,0,3,0,1,1,2,2,0.542056075,0,0,1,0,40,High,q_2007_4_3_19_mc,0,2.803738318,0,0.934579439,0.934579439,1.869158879,1.869158879,0,0,0,optimal_conditions
291,51,3,5.705882353,17,0,0,0,1,0,1,1,0.745098039,0,0,0,0,40,High,q_2007_4_3_2_mc,0,0,0,1.960784314,0,1.960784314,1.960784314,0,0,0,optimal_conditions
345,91,7,3.791208791,13,1,1,0,3,0,3,1,0.516483516,0,0,1,0,40,High,q_2007_4_3_8_mc,1.098901099,1.098901099,0,3.296703297,0,3.296703297,1.098901099,0,0,0,optimal_conditions
173,30,2,5.766666667,15,0,3,0,0,1,0,1,0.8,0,0,0,0,40,High,q_2007_4_6_14_num,0,10,0,0,3.333333333,0,3.333333333,0,0,0,optimal_conditions
314,89,6,3.528089888,14.83333333,0,3,0,3,2,0,0,0.573033708,0,0,1,0,40,High,q_2007_4_6_15_num,0,3.370786517,0,3.370786517,2.247191011,0,0,0,0,0,optimal_conditions
212,41,4,5.170731707,10.25,0,0,0,0,0,0,0,0.658536585,0,0,1,0,40,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,optimal_conditions
381,84,6,4.535714286,14,0,1,0,1,0,1,0,0.642857143,0,0,1,0,40,High,q_2007_4_9_11_mc,0,1.19047619,0,1.19047619,0,1.19047619,0,0,0,0,optimal_conditions
366,56,6,6.535714286,9.333333333,0,0,0,1,0,1,0,0.767857143,0,0,1,0,40,High,q_2007_4_9_12_mc,0,0,0,1.785714286,0,1.785714286,0,0,0,0,optimal_conditions
241,47,4,5.127659574,11.75,0,1,0,1,0,1,0,0.765957447,0,0,0,0,40,High,q_2007_4_9_1_mc,0,2.127659574,0,2.127659574,0,2.127659574,0,0,0,0,optimal_conditions
186,42,3,4.428571429,14,0,1,0,0,0,0,0,0.666666667,0,0,1,0,40,High,q_2007_4_9_5_mc,0,2.380952381,0,0,0,0,0,0,0,0,optimal_conditions
400,92,3,4.347826087,30.66666667,0,4,0,2,1,0,1,0.706521739,0,0,1,0,40,High,q_2007_1_2_15_num,0,4.347826087,0,2.173913043,1.086956522,0,1.086956522,0,0,0,moderate_stress
217,52,3,4.173076923,17.33333333,0,1,0,0,0,0,1,0.634615385,0,0,1,0,40,High,q_2007_1_2_1_mc,0,1.923076923,0,0,0,0,1.923076923,0,0,0,moderate_stress
358,76,4,4.710526316,19,0,1,0,0,0,1,0,0.671052632,0,0,1,0,40,High,q_2007_1_2_5_mc,0,1.315789474,0,0,0,1.315789474,0,0,0,0,moderate_stress
459,74,4,6.202702703,18.5,0,1,0,0,1,1,0,0.77027027,2,0,1,0,40,High,q_2007_1_2_8_mc,0,1.351351351,0,0,1.351351351,1.351351351,0,2.702702703,0,0,moderate_stress
201,44,7,4.568181818,6.285714286,0,3,0,1,3,0,1,0.909090909,0,0,1,0,40,High,q_2007_1_2_9_num,0,6.818181818,0,2.272727273,6.818181818,0,2.272727273,0,0,0,moderate_stress
312,75,4,4.16,18.75,1,2,0,1,1,0,0,0.693333333,0,0,1,0,40,High,q_2007_1_6_12_mc,1.333333333,2.666666667,0,1.333333333,1.333333333,0,0,0,0,0,moderate_stress
344,59,6,5.830508475,9.833333333,0,0,0,1,0,1,0,0.745762712,0,0,1,0,40,High,q_2007_1_6_20_mc,0,0,0,1.694915254,0,1.694915254,0,0,0,0,moderate_stress
261,46,7,5.673913043,6.571428571,0,1,0,0,0,0,0,0.782608696,0,0,1,0,40,High,q_2007_1_6_2_mc,0,2.173913043,0,0,0,0,0,0,0,0,moderate_stress
208,47,5,4.425531915,9.4,0,1,0,2,0,0,2,0.765957447,0,0,1,0,40,High,q_2007_1_6_6_mc,0,2.127659574,0,4.255319149,0,0,4.255319149,0,0,0,moderate_stress
383,72,5,5.319444444,14.4,0,1,0,2,0,0,1,0.680555556,0,0,1,0,40,High,q_2007_1_6_7_mc,0,1.388888889,0,2.777777778,0,0,1.388888889,0,0,0,moderate_stress
243,54,5,4.5,10.8,0,1,0,1,0,3,1,0.722222222,0,0,1,0,40,High,q_2007_1_6_9_mc,0,1.851851852,0,1.851851852,0,5.555555556,1.851851852,0,0,0,moderate_stress
302,64,2,4.71875,32,0,4,0,1,2,0,1,0.671875,0,0,1,1,40,High,q_2007_1_9_13_mc,0,6.25,0,1.5625,3.125,0,1.5625,0,0,1.5625,moderate_stress
261,51,5,5.117647059,10.2,0,0,0,0,0,2,0,0.764705882,0,0,1,0,40,High,q_2007_1_9_4_mc,0,0,0,0,0,3.921568627,0,0,0,0,moderate_stress
363,76,6,4.776315789,12.66666667,0,1,0,2,1,0,1,0.644736842,0,0,1,0,40,High,q_2007_2_2_11_mc,0,1.315789474,0,2.631578947,1.315789474,0,1.315789474,0,0,0,moderate_stress
280,48,4,5.833333333,12,0,2,0,0,1,1,2,0.8125,0,0,0,0,40,High,q_2007_2_2_15_mc,0,4.166666667,0,0,2.083333333,2.083333333,4.166666667,0,0,0,moderate_stress
449,76,4,5.907894737,19,0,0,0,1,0,1,0,0.631578947,0,0,1,0,40,High,q_2007_2_2_17_mc,0,0,0,1.315789474,0,1.315789474,0,0,0,0,moderate_stress
334,59,11,5.661016949,5.363636364,0,2,0,1,3,0,1,0.728813559,0,0,1,0,40,High,q_2007_2_2_20_num,0,3.389830508,0,1.694915254,5.084745763,0,1.694915254,0,0,0,moderate_stress
245,51,3,4.803921569,17,0,0,0,1,0,0,0,0.764705882,0,0,1,0,40,High,q_2007_2_2_6_mc,0,0,0,1.960784314,0,0,0,0,0,0,moderate_stress
187,43,8,4.348837209,5.375,0,3,0,1,2,0,0,0.813953488,0,0,1,0,40,High,q_2007_2_6_12_num,0,6.976744186,0,2.325581395,4.651162791,0,0,0,0,0,moderate_stress
448,68,7,6.588235294,9.714285714,0,3,0,1,1,1,0,0.75,0,0,1,0,40,High,q_2007_2_6_16_num,0,4.411764706,0,1.470588235,1.470588235,1.470588235,0,0,0,0,moderate_stress
205,55,4,3.727272727,13.75,0,2,0,1,2,0,1,0.636363636,0,0,1,0,40,High,q_2007_2_6_18_num,0,3.636363636,0,1.818181818,3.636363636,0,1.818181818,0,0,0,moderate_stress
233,60,5,3.883333333,12,0,0,0,2,0,3,2,0.616666667,0,0,1,0,40,High,q_2007_2_6_1_mc,0,0,0,3.333333333,0,5,3.333333333,0,0,0,moderate_stress
323,67,5,4.820895522,13.4,0,2,0,2,1,0,0,0.626865672,0,0,0,0,40,High,q_2007_2_6_2_mc,0,2.985074627,0,2.985074627,1.492537313,0,0,0,0,0,moderate_stress
530,112,9,4.732142857,12.44444444,0,3,0,1,1,1,0,0.616071429,0,0,1,2,40,High,q_2007_2_6_6_mc,0,2.678571429,0,0.892857143,0.892857143,0.892857143,0,0,0,1.785714286,moderate_stress
434,81,6,5.358024691,13.5,1,4,0,1,1,0,1,0.728395062,3,0,1,0,40,High,q_2007_2_6_8_num,1.234567901,4.938271605,0,1.234567901,1.234567901,0,1.234567901,3.703703704,0,0,moderate_stress
247,53,4,4.660377358,13.25,0,1,0,2,0,0,2,0.716981132,0,0,1,0,40,High,q_2007_2_9_12_mc,0,1.886792453,0,3.773584906,0,0,3.773584906,0,0,0,moderate_stress
348,79,5,4.405063291,15.8,0,2,0,3,0,1,1,0.696202532,0,0,1,0,40,High,q_2007_2_9_15_mc,0,2.53164557,0,3.797468354,0,1.265822785,1.265822785,0,0,0,moderate_stress
323,76,5,4.25,15.2,0,0,0,1,0,0,0,0.592105263,0,0,0,0,40,High,q_2007_2_9_5_mc,0,0,0,1.315789474,0,0,0,0,0,0,moderate_stress
367,65,6,5.646153846,10.83333333,0,2,0,1,0,0,0,0.661538462,0,0,0,0,40,High,q_2007_2_9_8_mc,0,3.076923077,0,1.538461538,0,0,0,0,0,0,moderate_stress
250,51,4,4.901960784,12.75,0,1,0,1,0,0,0,0.823529412,0,0,1,0,40,High,q_2007_3_4_1_mc,0,1.960784314,0,1.960784314,0,0,0,0,0,0,moderate_stress
531,111,2,4.783783784,55.5,0,1,1,0,1,0,0,0.558558559,0,0,1,0,40,High,q_2007_3_4_4_mc,0,0.900900901,0.900900901,0,0.900900901,0,0,0,0,0,moderate_stress
351,65,5,5.4,13,0,0,0,0,1,0,1,0.769230769,0,0,1,0,40,High,q_2007_3_4_7_mc,0,0,0,0,1.538461538,0,1.538461538,0,0,0,moderate_stress
193,41,6,4.707317073,6.833333333,0,4,0,0,1,0,1,0.707317073,0,0,1,1,40,High,q_2007_3_4_9_num,0,9.756097561,0,0,2.43902439,0,2.43902439,0,0,2.43902439,moderate_stress
307,58,4,5.293103448,14.5,0,0,0,1,0,0,3,0.75862069,0,0,1,0,40,High,q_2007_3_9_11_mc,0,0,0,1.724137931,0,0,5.172413793,0,0,0,moderate_stress
504,77,6,6.545454545,12.83333333,0,2,0,2,4,0,0,0.818181818,0,0,1,0,40,High,q_2007_3_9_13_mc,0,2.597402597,0,2.597402597,5.194805195,0,0,0,0,0,moderate_stress
513,99,5,5.181818182,19.8,0,1,0,1,0,1,0,0.636363636,0,0,1,1,40,High,q_2007_3_9_15_mc,0,1.01010101,0,1.01010101,0,1.01010101,0,0,0,1.01010101,moderate_stress
382,70,6,5.457142857,11.66666667,0,3,0,2,1,0,0,0.685714286,0,0,1,0,40,High,q_2007_3_9_16_num,0,4.285714286,0,2.857142857,1.428571429,0,0,0,0,0,moderate_stress
212,42,4,5.047619048,10.5,0,1,0,2,0,0,0,0.785714286,0,0,1,0,40,High,q_2007_3_9_1_mc,0,2.380952381,0,4.761904762,0,0,0,0,0,0,moderate_stress
239,47,4,5.085106383,11.75,0,0,0,0,0,0,0,0.680851064,0,0,1,0,40,High,q_2007_3_9_4_mc,0,0,0,0,0,0,0,0,0,0,moderate_stress
292,59,4,4.949152542,14.75,0,3,1,1,1,2,0,0.728813559,0,0,1,0,40,High,q_2007_3_9_5_mc,0,5.084745763,1.694915254,1.694915254,1.694915254,3.389830508,0,0,0,0,moderate_stress
395,77,6,5.12987013,12.83333333,0,2,0,0,0,2,0,0.688311688,0,0,1,3,40,High,q_2007_4_3_18_mc,0,2.597402597,0,0,0,2.597402597,0,0,0,3.896103896,moderate_stress
387,107,8,3.61682243,13.375,0,3,0,1,1,2,2,0.542056075,0,0,1,0,40,High,q_2007_4_3_19_mc,0,2.803738318,0,0.934579439,0.934579439,1.869158879,1.869158879,0,0,0,moderate_stress
291,51,3,5.705882353,17,0,0,0,1,0,1,1,0.745098039,0,0,0,0,40,High,q_2007_4_3_2_mc,0,0,0,1.960784314,0,1.960784314,1.960784314,0,0,0,moderate_stress
345,91,7,3.791208791,13,1,1,0,3,0,3,1,0.516483516,0,0,1,0,40,High,q_2007_4_3_8_mc,1.098901099,1.098901099,0,3.296703297,0,3.296703297,1.098901099,0,0,0,moderate_stress
173,30,2,5.766666667,15,0,3,0,0,1,0,1,0.8,0,0,0,0,40,High,q_2007_4_6_14_num,0,10,0,0,3.333333333,0,3.333333333,0,0,0,moderate_stress
314,89,6,3.528089888,14.83333333,0,3,0,3,2,0,0,0.573033708,0,0,1,0,40,High,q_2007_4_6_15_num,0,3.370786517,0,3.370786517,2.247191011,0,0,0,0,0,moderate_stress
212,41,4,5.170731707,10.25,0,0,0,0,0,0,0,0.658536585,0,0,1,0,40,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,moderate_stress
381,84,6,4.535714286,14,0,1,0,1,0,1,0,0.642857143,0,0,1,0,40,High,q_2007_4_9_11_mc,0,1.19047619,0,1.19047619,0,1.19047619,0,0,0,0,moderate_stress
366,56,6,6.535714286,9.333333333,0,0,0,1,0,1,0,0.767857143,0,0,1,0,40,High,q_2007_4_9_12_mc,0,0,0,1.785714286,0,1.785714286,0,0,0,0,moderate_stress
241,47,4,5.127659574,11.75,0,1,0,1,0,1,0,0.765957447,0,0,0,0,40,High,q_2007_4_9_1_mc,0,2.127659574,0,2.127659574,0,2.127659574,0,0,0,0,moderate_stress
186,42,3,4.428571429,14,0,1,0,0,0,0,0,0.666666667,0,0,1,0,40,High,q_2007_4_9_5_mc,0,2.380952381,0,0,0,0,0,0,0,0,moderate_stress
400,92,3,4.347826087,30.66666667,0,4,0,2,1,0,1,0.706521739,0,0,1,0,40,High,q_2007_1_2_15_num,0,4.347826087,0,2.173913043,1.086956522,0,1.086956522,0,0,0,challenging_conditions
217,52,3,4.173076923,17.33333333,0,1,0,0,0,0,1,0.634615385,0,0,1,0,40,High,q_2007_1_2_1_mc,0,1.923076923,0,0,0,0,1.923076923,0,0,0,challenging_conditions
358,76,4,4.710526316,19,0,1,0,0,0,1,0,0.671052632,0,0,1,0,40,High,q_2007_1_2_5_mc,0,1.315789474,0,0,0,1.315789474,0,0,0,0,challenging_conditions
459,74,4,6.202702703,18.5,0,1,0,0,1,1,0,0.77027027,2,0,1,0,40,High,q_2007_1_2_8_mc,0,1.351351351,0,0,1.351351351,1.351351351,0,2.702702703,0,0,challenging_conditions
201,44,7,4.568181818,6.285714286,0,3,0,1,3,0,1,0.909090909,0,0,1,0,40,High,q_2007_1_2_9_num,0,6.818181818,0,2.272727273,6.818181818,0,2.272727273,0,0,0,challenging_conditions
312,75,4,4.16,18.75,1,2,0,1,1,0,0,0.693333333,0,0,1,0,40,High,q_2007_1_6_12_mc,1.333333333,2.666666667,0,1.333333333,1.333333333,0,0,0,0,0,challenging_conditions
344,59,6,5.830508475,9.833333333,0,0,0,1,0,1,0,0.745762712,0,0,1,0,40,High,q_2007_1_6_20_mc,0,0,0,1.694915254,0,1.694915254,0,0,0,0,challenging_conditions
261,46,7,5.673913043,6.571428571,0,1,0,0,0,0,0,0.782608696,0,0,1,0,40,High,q_2007_1_6_2_mc,0,2.173913043,0,0,0,0,0,0,0,0,challenging_conditions
208,47,5,4.425531915,9.4,0,1,0,2,0,0,2,0.765957447,0,0,1,0,40,High,q_2007_1_6_6_mc,0,2.127659574,0,4.255319149,0,0,4.255319149,0,0,0,challenging_conditions
383,72,5,5.319444444,14.4,0,1,0,2,0,0,1,0.680555556,0,0,1,0,40,High,q_2007_1_6_7_mc,0,1.388888889,0,2.777777778,0,0,1.388888889,0,0,0,challenging_conditions
243,54,5,4.5,10.8,0,1,0,1,0,3,1,0.722222222,0,0,1,0,40,High,q_2007_1_6_9_mc,0,1.851851852,0,1.851851852,0,5.555555556,1.851851852,0,0,0,challenging_conditions
302,64,2,4.71875,32,0,4,0,1,2,0,1,0.671875,0,0,1,1,40,High,q_2007_1_9_13_mc,0,6.25,0,1.5625,3.125,0,1.5625,0,0,1.5625,challenging_conditions
261,51,5,5.117647059,10.2,0,0,0,0,0,2,0,0.764705882,0,0,1,0,40,High,q_2007_1_9_4_mc,0,0,0,0,0,3.921568627,0,0,0,0,challenging_conditions
363,76,6,4.776315789,12.66666667,0,1,0,2,1,0,1,0.644736842,0,0,1,0,40,High,q_2007_2_2_11_mc,0,1.315789474,0,2.631578947,1.315789474,0,1.315789474,0,0,0,challenging_conditions
280,48,4,5.833333333,12,0,2,0,0,1,1,2,0.8125,0,0,0,0,40,High,q_2007_2_2_15_mc,0,4.166666667,0,0,2.083333333,2.083333333,4.166666667,0,0,0,challenging_conditions
449,76,4,5.907894737,19,0,0,0,1,0,1,0,0.631578947,0,0,1,0,40,High,q_2007_2_2_17_mc,0,0,0,1.315789474,0,1.315789474,0,0,0,0,challenging_conditions
334,59,11,5.661016949,5.363636364,0,2,0,1,3,0,1,0.728813559,0,0,1,0,40,High,q_2007_2_2_20_num,0,3.389830508,0,1.694915254,5.084745763,0,1.694915254,0,0,0,challenging_conditions
279,58,3,4.810344828,19.33333333,0,0,0,1,0,0,0,0.74137931,0,0,1,0,40,High,q_2007_2_2_6_mc,0,0,0,1.724137931,0,0,0,0,0,0,challenging_conditions
187,43,8,4.348837209,5.375,0,3,0,1,2,0,0,0.813953488,0,0,1,0,40,High,q_2007_2_6_12_num,0,6.976744186,0,2.325581395,4.651162791,0,0,0,0,0,challenging_conditions
448,68,7,6.588235294,9.714285714,0,3,0,1,1,1,0,0.75,0,0,1,0,40,High,q_2007_2_6_16_num,0,4.411764706,0,1.470588235,1.470588235,1.470588235,0,0,0,0,challenging_conditions
205,55,4,3.727272727,13.75,0,2,0,1,2,0,1,0.636363636,0,0,1,0,40,High,q_2007_2_6_18_num,0,3.636363636,0,1.818181818,3.636363636,0,1.818181818,0,0,0,challenging_conditions
233,60,5,3.883333333,12,0,0,0,2,0,3,2,0.616666667,0,0,1,0,40,High,q_2007_2_6_1_mc,0,0,0,3.333333333,0,5,3.333333333,0,0,0,challenging_conditions
323,67,5,4.820895522,13.4,0,2,0,2,1,0,0,0.626865672,0,0,0,0,40,High,q_2007_2_6_2_mc,0,2.985074627,0,2.985074627,1.492537313,0,0,0,0,0,challenging_conditions
530,112,9,4.732142857,12.44444444,0,3,0,1,1,1,0,0.616071429,0,0,1,2,40,High,q_2007_2_6_6_mc,0,2.678571429,0,0.892857143,0.892857143,0.892857143,0,0,0,1.785714286,challenging_conditions
434,81,6,5.358024691,13.5,1,4,0,1,1,0,1,0.728395062,3,0,1,0,40,High,q_2007_2_6_8_num,1.234567901,4.938271605,0,1.234567901,1.234567901,0,1.234567901,3.703703704,0,0,challenging_conditions
247,53,4,4.660377358,13.25,0,1,0,2,0,0,2,0.716981132,0,0,1,0,40,High,q_2007_2_9_12_mc,0,1.886792453,0,3.773584906,0,0,3.773584906,0,0,0,challenging_conditions
348,79,5,4.405063291,15.8,0,2,0,3,0,1,1,0.696202532,0,0,1,0,40,High,q_2007_2_9_15_mc,0,2.53164557,0,3.797468354,0,1.265822785,1.265822785,0,0,0,challenging_conditions
323,76,5,4.25,15.2,0,0,0,1,0,0,0,0.592105263,0,0,0,0,40,High,q_2007_2_9_5_mc,0,0,0,1.315789474,0,0,0,0,0,0,challenging_conditions
367,65,6,5.646153846,10.83333333,0,2,0,1,0,0,0,0.661538462,0,0,0,0,40,High,q_2007_2_9_8_mc,0,3.076923077,0,1.538461538,0,0,0,0,0,0,challenging_conditions
250,51,4,4.901960784,12.75,0,1,0,1,0,0,0,0.823529412,0,0,1,0,40,High,q_2007_3_4_1_mc,0,1.960784314,0,1.960784314,0,0,0,0,0,0,challenging_conditions
531,111,2,4.783783784,55.5,0,1,1,0,1,0,0,0.558558559,0,0,1,0,40,High,q_2007_3_4_4_mc,0,0.900900901,0.900900901,0,0.900900901,0,0,0,0,0,challenging_conditions
351,65,5,5.4,13,0,0,0,0,1,0,1,0.769230769,0,0,1,0,40,High,q_2007_3_4_7_mc,0,0,0,0,1.538461538,0,1.538461538,0,0,0,challenging_conditions
193,41,6,4.707317073,6.833333333,0,4,0,0,1,0,1,0.707317073,0,0,1,1,40,High,q_2007_3_4_9_num,0,9.756097561,0,0,2.43902439,0,2.43902439,0,0,2.43902439,challenging_conditions
307,58,4,5.293103448,14.5,0,0,0,1,0,0,3,0.75862069,0,0,1,0,40,High,q_2007_3_9_11_mc,0,0,0,1.724137931,0,0,5.172413793,0,0,0,challenging_conditions
504,77,6,6.545454545,12.83333333,0,2,0,2,4,0,0,0.818181818,0,0,1,0,40,High,q_2007_3_9_13_mc,0,2.597402597,0,2.597402597,5.194805195,0,0,0,0,0,challenging_conditions
513,99,5,5.181818182,19.8,0,1,0,1,0,1,0,0.636363636,0,0,1,1,40,High,q_2007_3_9_15_mc,0,1.01010101,0,1.01010101,0,1.01010101,0,0,0,1.01010101,challenging_conditions
382,70,6,5.457142857,11.66666667,0,3,0,2,1,0,0,0.685714286,0,0,1,0,40,High,q_2007_3_9_16_num,0,4.285714286,0,2.857142857,1.428571429,0,0,0,0,0,challenging_conditions
212,42,4,5.047619048,10.5,0,1,0,2,0,0,0,0.785714286,0,0,1,0,40,High,q_2007_3_9_1_mc,0,2.380952381,0,4.761904762,0,0,0,0,0,0,challenging_conditions
239,47,4,5.085106383,11.75,0,0,0,0,0,0,0,0.680851064,0,0,1,0,40,High,q_2007_3_9_4_mc,0,0,0,0,0,0,0,0,0,0,challenging_conditions
292,59,4,4.949152542,14.75,0,3,1,1,1,2,0,0.728813559,0,0,1,0,40,High,q_2007_3_9_5_mc,0,5.084745763,1.694915254,1.694915254,1.694915254,3.389830508,0,0,0,0,challenging_conditions
395,77,6,5.12987013,12.83333333,0,2,0,0,0,2,0,0.688311688,0,0,1,3,40,High,q_2007_4_3_18_mc,0,2.597402597,0,0,0,2.597402597,0,0,0,3.896103896,challenging_conditions
387,107,8,3.61682243,13.375,0,3,0,1,1,2,2,0.542056075,0,0,1,0,40,High,q_2007_4_3_19_mc,0,2.803738318,0,0.934579439,0.934579439,1.869158879,1.869158879,0,0,0,challenging_conditions
291,51,3,5.705882353,17,0,0,0,1,0,1,1,0.745098039,0,0,0,0,40,High,q_2007_4_3_2_mc,0,0,0,1.960784314,0,1.960784314,1.960784314,0,0,0,challenging_conditions
345,91,7,3.791208791,13,1,1,0,3,0,3,1,0.516483516,0,0,1,0,40,High,q_2007_4_3_8_mc,1.098901099,1.098901099,0,3.296703297,0,3.296703297,1.098901099,0,0,0,challenging_conditions
173,30,2,5.766666667,15,0,3,0,0,1,0,1,0.8,0,0,0,0,40,High,q_2007_4_6_14_num,0,10,0,0,3.333333333,0,3.333333333,0,0,0,challenging_conditions
314,89,6,3.528089888,14.83333333,0,3,0,3,2,0,0,0.573033708,0,0,1,0,40,High,q_2007_4_6_15_num,0,3.370786517,0,3.370786517,2.247191011,0,0,0,0,0,challenging_conditions
212,41,4,5.170731707,10.25,0,0,0,0,0,0,0,0.658536585,0,0,1,0,40,High,q_2007_4_6_2_mc,0,0,0,0,0,0,0,0,0,0,challenging_conditions
381,84,6,4.535714286,14,0,1,0,1,0,1,0,0.642857143,0,0,1,0,40,High,q_2007_4_9_11_mc,0,1.19047619,0,1.19047619,0,1.19047619,0,0,0,0,challenging_conditions
366,56,6,6.535714286,9.333333333,0,0,0,1,0,1,0,0.767857143,0,0,1,0,40,High,q_2007_4_9_12_mc,0,0,0,1.785714286,0,1.785714286,0,0,0,0,challenging_conditions
241,47,4,5.127659574,11.75,0,1,0,1,0,1,0,0.765957447,0,0,0,0,40,High,q_2007_4_9_1_mc,0,2.127659574,0,2.127659574,0,2.127659574,0,0,0,0,challenging_conditions
186,42,3,4.428571429,14,0,1,0,0,0,0,0,0.666666667,0,0,1,0,40,High,q_2007_4_9_5_mc,0,2.380952381,0,0,0,0,0,0,0,0,challenging_conditions
383,88,5,4.352272727,17.6,0,3,0,1,1,0,0,0.659090909,0,0,1,0,41,High,q_2007_1_2_15_num,0,3.409090909,0,1.136363636,1.136363636,0,0,0,0,0,optimal_conditions
