agent_id,agent.ses_background,scenario.scenario_name,scenario.scenario_index,correct.q_2007_1_9_4_mc,correct.q_2007_1_6_20_mc,correct.q_2007_4_3_8_mc,correct.q_2007_1_6_7_mc,correct.q_2007_2_2_17_mc,correct.q_2007_3_4_7_mc,correct.q_2007_3_9_5_mc,correct.q_2007_4_3_2_mc,correct.q_2007_2_9_8_mc,correct.q_2007_4_3_19_mc,correct.q_2007_4_6_2_mc,correct.q_2007_2_6_2_mc,correct.q_2007_2_9_15_mc,correct.q_2007_3_9_13_mc,correct.q_2007_3_9_11_mc,correct.q_2007_3_9_4_mc,correct.q_2007_1_6_6_mc,correct.q_2007_2_9_5_mc,correct.q_2007_3_9_15_mc,correct.q_2007_1_9_13_mc,correct.q_2007_4_9_5_mc,correct.q_2007_2_2_11_mc,correct.q_2007_1_2_5_mc,correct.q_2007_2_2_15_mc,correct.q_2007_1_6_19_mc,correct.q_2007_1_6_2_mc,correct.q_2007_3_4_1_mc,correct.q_2007_2_6_6_mc,correct.q_2007_3_9_1_mc,correct.q_2007_1_2_8_mc,correct.q_2007_1_2_1_mc,correct.q_2007_4_9_1_mc,correct.q_2007_1_6_12_mc,correct.q_2007_4_9_11_mc,correct.q_2007_2_9_12_mc,correct.q_2007_4_9_12_mc,correct.q_2007_4_3_18_mc,correct.q_2007_4_3_3_mc,correct.q_2007_3_4_4_mc,correct.q_2007_1_6_9_mc,correct.q_2007_2_2_6_mc,correct.q_2007_2_6_1_mc,correct.q_2007_2_6_12_num,correct.q_2007_1_2_9_num,correct.q_2007_3_9_12_num,correct.q_2007_2_2_20_num,correct.q_2007_2_6_16_num,correct.q_2007_3_9_16_num,correct.q_2007_2_6_18_num,correct.q_2007_4_6_14_num,correct.q_2007_3_4_9_num,correct.q_2007_1_2_15_num,correct.q_2007_4_6_15_num,correct.q_2007_2_6_8_num,ses_3level
27,"low income, family struggling with medical bills",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Low
27,"low income, family struggling with medical bills",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Low
27,"low income, family struggling with medical bills",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Low
4,"middle class, both parents working professionals",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
4,"middle class, both parents working professionals",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
4,"middle class, both parents working professionals",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
5,"working class, stable two-parent household",optimal_conditions,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
5,"working class, stable two-parent household",moderate_stress,1,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
5,"working class, stable two-parent household",challenging_conditions,2,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
6,"middle class, two-parent household",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
6,"middle class, two-parent household",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
6,"middle class, two-parent household",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
7,"lower-middle class, immigrant parents emphasize education",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
7,"lower-middle class, immigrant parents emphasize education",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
7,"lower-middle class, immigrant parents emphasize education",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
8,"middle class, parents own small business",optimal_conditions,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
8,"middle class, parents own small business",moderate_stress,1,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
8,"middle class, parents own small business",challenging_conditions,2,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
28,"middle class military family, stable but mobile",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
28,"middle class military family, stable but mobile",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
28,"middle class military family, stable but mobile",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
29,"lower-middle class, parents in skilled trades",optimal_conditions,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
29,"lower-middle class, parents in skilled trades",moderate_stress,1,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
29,"lower-middle class, parents in skilled trades",challenging_conditions,2,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
30,"middle class, two working parents commute to city",optimal_conditions,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
30,"middle class, two working parents commute to city",moderate_stress,1,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
30,"middle class, two working parents commute to city",challenging_conditions,2,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
31,"middle class, parents support artistic pursuits",optimal_conditions,0,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
31,"middle class, parents support artistic pursuits",moderate_stress,1,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
31,"middle class, parents support artistic pursuits",challenging_conditions,2,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
32,"middle class, parents value cost-effective education",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
32,"middle class, parents value cost-effective education",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
32,"middle class, parents value cost-effective education",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
33,"middle class, one parent works, one homeschools",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
33,"middle class, one parent works, one homeschools",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
33,"middle class, one parent works, one homeschools",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
34,"middle class, parents worked up from working class",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
34,"middle class, parents worked up from working class",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
34,"middle class, parents worked up from working class",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
35,"middle class, parents make financial sacrifices for private school",optimal_conditions,0,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
35,"middle class, parents make financial sacrifices for private school",moderate_stress,1,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
35,"middle class, parents make financial sacrifices for private school",challenging_conditions,2,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
36,"middle class, parents support athletic development",optimal_conditions,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
36,"middle class, parents support athletic development",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
36,"middle class, parents support athletic development",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,Mid
37,"middle class, parents value both academic and technical skills",optimal_conditions,0,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
37,"middle class, parents value both academic and technical skills",moderate_stress,1,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
37,"middle class, parents value both academic and technical skills",challenging_conditions,2,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,Mid
